manuscript,stratum,block,variable,detail,value,extra
M047,Overall,Categorical,Histology (malignant only),follicular carcinoma,486 (12.1%),
M047,Overall,Categorical,Histology (malignant only),MTC,149 (3.7%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC,144 (3.6%),
M047,Overall,Categorical,Histology (malignant only),poorly differentiated thyroid carcinoma,37 (0.9%),
M047,Overall,Categorical,Histology (malignant only),FTUMP,34 (0.8%),
M047,Overall,Categorical,Histology (malignant only),anaplastic carcinoma,22 (0.5%),
M047,Overall,Categorical,Histology (malignant only),metastatic MTC,10 (0.2%),
M047,Overall,Categorical,Histology (malignant only),differentiated high grade thyroid carcinoma,10 (0.2%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC tall cell variant,5 (0.1%),
M047,Overall,Categorical,Histology (malignant only),recurrent/metastatic PTC,5 (0.1%),
M047,Overall,Categorical,Histology (malignant only),metastatic thyroid carcinoma,4 (0.1%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC classical,4 (0.1%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC with tall cell features,4 (0.1%),
M047,Overall,Categorical,Histology (malignant only),follicular adenoma,3 (0.1%),
M047,Overall,Categorical,Histology (malignant only),metastatic follicular carcinoma,3 (0.1%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC follicular,2 (0.0%),
M047,Overall,Categorical,Histology (malignant only),recurrent/metastatic follicular carcinoma,2 (0.0%),
M047,Overall,Categorical,Histology (malignant only),adenoid cystic carcinoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic anaplastic carcinoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic thyroid carcinoma with hurthle cell and paillary features,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),recurrent MTC,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),atypical follicular adenoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC with focal tall cell features,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC classical with focal tall cell features,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC/anaplastic carcinoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),MTC/PTC mixed composite,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),infiltrating carcinoma with thymus-like differentiation,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),differentiated thyroid carcinoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),high-grade PTC with thymic-like features,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),Atypical hurthle cell neoplasm,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),high grade carcinoma with focal squamous features,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),poorly differentiated PTC,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),NUT carcinoma,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),angiosarcoma of the thyroid,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),NIFTP,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),metastatic PTC classical with extensive follicular growth pattern & oncocytic & focal tall cell features <5%,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),poorly differentiated carcinoma with neuroendocrine differntiation,1 (0.0%),
M047,Overall,Categorical,Histology (malignant only),Missing,0 (0.0%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),,N_malignant=4019,
M047,Overall,Categorical,AJCC8 stage group (malignant only),II,1651 (41.1%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),I,1537 (38.2%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),IVB,816 (20.3%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),III,9 (0.2%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),None,6 (0.1%),
M047,Overall,Categorical,AJCC8 stage group (malignant only),Missing,0 (0.0%),
M047,Overall,Continuous,"Tumor size, dominant (cm)",Mean ± SD,2.3 ± 2.1,
M047,Overall,Continuous,"Tumor size, dominant (cm)",Median (IQR),1.7 (0.8–3.1),
M047,Overall,Continuous,"Tumor size, dominant (cm)",Non-missing / missing,n=4130; missing 6741 (62.0%),
M047,Overall,Continuous,LN positive count (final),Mean ± SD,1.7 ± 4.7,
M047,Overall,Continuous,LN positive count (final),Median (IQR),0.0 (0.0–1.0),
M047,Overall,Continuous,LN rollup total examined,Mean ± SD,7.3 ± 13.9,
M047,Overall,Continuous,LN rollup total examined,Median (IQR),1.0 (1.0–5.0),
M047,Overall,Continuous,LN rollup total positive,Mean ± SD,2.3 ± 4.8,
M047,Overall,Continuous,LN rollup total positive,Median (IQR),1.0 (0.0–1.0),
M047,Overall,Categorical,ETE grade (final),,,
M047,Overall,Categorical,ETE grade (final),None,6752 (62.1%),
M047,Overall,Categorical,ETE grade (final),microscopic,2580 (23.7%),
M047,Overall,Categorical,ETE grade (final),gross,1311 (12.1%),
M047,Overall,Categorical,ETE grade (final),false,179 (1.6%),
M047,Overall,Categorical,ETE grade (final),present_ungraded,29 (0.3%),
M047,Overall,Categorical,ETE grade (final),absent,16 (0.1%),
M047,Overall,Categorical,ETE grade (final),true,4 (0.0%),
M047,Overall,Categorical,ETE grade (final),Missing,0 (0.0%),
M047,Overall,Binary,Any recurrence,,514 (4.7%),
M047,Overall,Binary,Any confirmed complication,,400 (3.7%),
M047,Overall,Binary,RAI received (reconciled),,862 (7.9%),
M047,Overall,Binary,Molecular tested (confirmed),,1286 (11.8%),
M047,Overall,Binary,BRAF positive (among molecular-tested),,376 (29.2%) [N_tested=1286],
M047,Frozen not performed / unknown,Header,N,,6755,
M047,Frozen not performed / unknown,Continuous,Age at surgery (y),Mean ± SD,51.7 ± 15.1,
M047,Frozen not performed / unknown,Continuous,Age at surgery (y),Median (IQR),52.0 (40.0–64.0),
M047,Frozen not performed / unknown,Continuous,Age at surgery (y),Non-missing / missing,n=6755; missing 0 (0.0%),
M047,Frozen not performed / unknown,Continuous,BMI,Mean ± SD,31.4 ± 8.1,
M047,Frozen not performed / unknown,Continuous,BMI,Median (IQR),30.2 (25.4–35.9),
M047,Frozen not performed / unknown,Continuous,BMI,Non-missing / missing,n=1191; missing 5564 (82.4%),
M047,Frozen not performed / unknown,Categorical,Sex,,,
M047,Frozen not performed / unknown,Categorical,Sex,female,5305 (78.5%),
M047,Frozen not performed / unknown,Categorical,Sex,male,1450 (21.5%),
M047,Frozen not performed / unknown,Categorical,Sex,Missing,0 (0.0%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),,,
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Black or African American,2951 (43.7%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),White,2896 (42.9%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Unknown or Not Reported,455 (6.7%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Asian,310 (4.6%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Other,93 (1.4%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),American Indian or Alaska Native,23 (0.3%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Native Hawaiian or Other Pacific Islander,14 (0.2%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Hispanic or Latino,10 (0.1%),
M047,Frozen not performed / unknown,Categorical,Race/ethnicity (as coded),Missing,3 (0.0%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,,,
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,total_thyroidectomy,4153 (61.5%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,hemithyroidectomy,2335 (34.6%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,other,258 (3.8%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,isthmusectomy,5 (0.1%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,unknown,2 (0.0%),
M047,Frozen not performed / unknown,Categorical,Surgery procedure type,Missing,2 (0.0%),
M047,Frozen not performed / unknown,Binary,Malignant,,2321 (34.4%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),,N_malignant=2321,
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),PTC,1788 (77.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),follicular carcinoma,308 (13.3%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),MTC,73 (3.1%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC,65 (2.8%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),FTUMP,29 (1.2%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),poorly differentiated thyroid carcinoma,25 (1.1%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),anaplastic carcinoma,5 (0.2%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC tall cell variant,4 (0.2%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),differentiated high grade thyroid carcinoma,4 (0.2%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),recurrent/metastatic PTC,2 (0.1%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),follicular adenoma,2 (0.1%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC with tall cell features,2 (0.1%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC classical with focal tall cell features,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),atypical follicular adenoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC/anaplastic carcinoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),infiltrating carcinoma with thymus-like differentiation,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),MTC/PTC mixed composite,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic MTC,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),recurrent/metastatic follicular carcinoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic follicular carcinoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC classical,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),NUT carcinoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic thyroid carcinoma,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),NIFTP,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),metastatic PTC classical with extensive follicular growth pattern & oncocytic & focal tall cell features <5%,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),poorly differentiated carcinoma with neuroendocrine differntiation,1 (0.0%),
M047,Frozen not performed / unknown,Categorical,Histology (malignant only),Missing,0 (0.0%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),,N_malignant=2321,
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),II,1089 (46.9%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),I,649 (28.0%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),IVB,575 (24.8%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),III,6 (0.3%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),None,2 (0.1%),
M047,Frozen not performed / unknown,Categorical,AJCC8 stage group (malignant only),Missing,0 (0.0%),
M047,Frozen not performed / unknown,Continuous,"Tumor size, dominant (cm)",Mean ± SD,2.3 ± 2.1,
M047,Frozen not performed / unknown,Continuous,"Tumor size, dominant (cm)",Median (IQR),1.7 (0.8–3.2),
M047,Frozen not performed / unknown,Continuous,"Tumor size, dominant (cm)",Non-missing / missing,n=2414; missing 4341 (64.3%),
M047,Frozen not performed / unknown,Continuous,LN positive count (final),Mean ± SD,1.7 ± 4.9,
M047,Frozen not performed / unknown,Continuous,LN positive count (final),Median (IQR),0.0 (0.0–1.0),
M047,Frozen not performed / unknown,Continuous,LN rollup total examined,Mean ± SD,6.9 ± 14.0,
M047,Frozen not performed / unknown,Continuous,LN rollup total examined,Median (IQR),1.0 (1.0–4.0),
M047,Frozen not performed / unknown,Continuous,LN rollup total positive,Mean ± SD,2.2 ± 4.8,
M047,Frozen not performed / unknown,Continuous,LN rollup total positive,Median (IQR),1.0 (0.0–1.0),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),,,
M047,Frozen not performed / unknown,Categorical,ETE grade (final),None,4358 (64.5%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),microscopic,1475 (21.8%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),gross,822 (12.2%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),false,74 (1.1%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),present_ungraded,14 (0.2%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),absent,9 (0.1%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),true,3 (0.0%),
M047,Frozen not performed / unknown,Categorical,ETE grade (final),Missing,0 (0.0%),
M047,Frozen not performed / unknown,Binary,Any recurrence,,241 (3.6%),
M047,Frozen not performed / unknown,Binary,Any confirmed complication,,306 (4.5%),
M047,Frozen not performed / unknown,Binary,RAI received (reconciled),,604 (8.9%),
M047,Frozen not performed / unknown,Binary,Molecular tested (confirmed),,973 (14.4%),
M047,Frozen not performed / unknown,Binary,BRAF positive (among molecular-tested),,293 (30.1%) [N_tested=973],
M047,Frozen performed,Header,N,,4116,
M047,Frozen performed,Continuous,Age at surgery (y),Mean ± SD,51.4 ± 15.3,
M047,Frozen performed,Continuous,Age at surgery (y),Median (IQR),52.0 (40.0–63.0),
M047,Frozen performed,Continuous,Age at surgery (y),Non-missing / missing,n=4116; missing 0 (0.0%),
M047,Frozen performed,Continuous,BMI,Mean ± SD,29.3 ± 6.8,
M047,Frozen performed,Continuous,BMI,Median (IQR),28.1 (24.3–33.1),
M047,Frozen performed,Continuous,BMI,Non-missing / missing,n=894; missing 3222 (78.3%),
M047,Frozen performed,Categorical,Sex,,,
M047,Frozen performed,Categorical,Sex,female,3154 (76.6%),
M047,Frozen performed,Categorical,Sex,male,962 (23.4%),
M047,Frozen performed,Categorical,Sex,Missing,0 (0.0%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),,,
M047,Frozen performed,Categorical,Race/ethnicity (as coded),White,2370 (57.6%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Black or African American,1217 (29.6%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Unknown or Not Reported,266 (6.5%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Asian,166 (4.0%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Other,50 (1.2%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),American Indian or Alaska Native,16 (0.4%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Native Hawaiian or Other Pacific Islander,13 (0.3%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Hispanic or Latino,12 (0.3%),
M047,Frozen performed,Categorical,Race/ethnicity (as coded),Missing,6 (0.1%),
M047,Frozen performed,Categorical,Surgery procedure type,,,
M047,Frozen performed,Categorical,Surgery procedure type,hemithyroidectomy,2097 (50.9%),
M047,Frozen performed,Categorical,Surgery procedure type,total_thyroidectomy,1846 (44.8%),
M047,Frozen performed,Categorical,Surgery procedure type,other,164 (4.0%),
M047,Frozen performed,Categorical,Surgery procedure type,unknown,7 (0.2%),
M047,Frozen performed,Categorical,Surgery procedure type,isthmusectomy,2 (0.0%),
M047,Frozen performed,Categorical,Surgery procedure type,Missing,0 (0.0%),
M047,Frozen performed,Binary,Malignant,,1698 (41.3%),
M047,Frozen performed,Categorical,Histology (malignant only),,N_malignant=1698,
M047,Frozen performed,Categorical,Histology (malignant only),PTC,1287 (75.8%),
M047,Frozen performed,Categorical,Histology (malignant only),follicular carcinoma,178 (10.5%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC,79 (4.7%),
M047,Frozen performed,Categorical,Histology (malignant only),MTC,76 (4.5%),
M047,Frozen performed,Categorical,Histology (malignant only),anaplastic carcinoma,17 (1.0%),
M047,Frozen performed,Categorical,Histology (malignant only),poorly differentiated thyroid carcinoma,12 (0.7%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic MTC,9 (0.5%),
M047,Frozen performed,Categorical,Histology (malignant only),differentiated high grade thyroid carcinoma,6 (0.4%),
M047,Frozen performed,Categorical,Histology (malignant only),FTUMP,5 (0.3%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic thyroid carcinoma,3 (0.2%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC classical,3 (0.2%),
M047,Frozen performed,Categorical,Histology (malignant only),recurrent/metastatic PTC,3 (0.2%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC with tall cell features,2 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic follicular carcinoma,2 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC follicular,2 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),recurrent MTC,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic thyroid carcinoma with hurthle cell and paillary features,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),adenoid cystic carcinoma,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic anaplastic carcinoma,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),high-grade PTC with thymic-like features,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC with focal tall cell features,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),metastatic PTC tall cell variant,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),differentiated thyroid carcinoma,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),Atypical hurthle cell neoplasm,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),high grade carcinoma with focal squamous features,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),poorly differentiated PTC,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),recurrent/metastatic follicular carcinoma,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),follicular adenoma,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),angiosarcoma of the thyroid,1 (0.1%),
M047,Frozen performed,Categorical,Histology (malignant only),Missing,0 (0.0%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),,N_malignant=1698,
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),I,888 (52.3%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),II,562 (33.1%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),IVB,241 (14.2%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),None,4 (0.2%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),III,3 (0.2%),
M047,Frozen performed,Categorical,AJCC8 stage group (malignant only),Missing,0 (0.0%),
M047,Frozen performed,Continuous,"Tumor size, dominant (cm)",Mean ± SD,2.3 ± 2.1,
M047,Frozen performed,Continuous,"Tumor size, dominant (cm)",Median (IQR),1.7 (0.9–3.0),
M047,Frozen performed,Continuous,"Tumor size, dominant (cm)",Non-missing / missing,n=1716; missing 2400 (58.3%),
M047,Frozen performed,Continuous,LN positive count (final),Mean ± SD,1.7 ± 4.4,
M047,Frozen performed,Continuous,LN positive count (final),Median (IQR),0.0 (0.0–1.0),
M047,Frozen performed,Continuous,LN rollup total examined,Mean ± SD,7.8 ± 13.6,
M047,Frozen performed,Continuous,LN rollup total examined,Median (IQR),2.0 (1.0–7.0),
M047,Frozen performed,Continuous,LN rollup total positive,Mean ± SD,2.4 ± 4.7,
M047,Frozen performed,Continuous,LN rollup total positive,Median (IQR),1.0 (0.0–2.0),
M047,Frozen performed,Categorical,ETE grade (final),,,
M047,Frozen performed,Categorical,ETE grade (final),None,2394 (58.2%),
M047,Frozen performed,Categorical,ETE grade (final),microscopic,1105 (26.8%),
M047,Frozen performed,Categorical,ETE grade (final),gross,489 (11.9%),
M047,Frozen performed,Categorical,ETE grade (final),false,105 (2.6%),
M047,Frozen performed,Categorical,ETE grade (final),present_ungraded,15 (0.4%),
M047,Frozen performed,Categorical,ETE grade (final),absent,7 (0.2%),
M047,Frozen performed,Categorical,ETE grade (final),true,1 (0.0%),
M047,Frozen performed,Categorical,ETE grade (final),Missing,0 (0.0%),
M047,Frozen performed,Binary,Any recurrence,,273 (6.6%),
M047,Frozen performed,Binary,Any confirmed complication,,94 (2.3%),
M047,Frozen performed,Binary,RAI received (reconciled),,258 (6.3%),
M047,Frozen performed,Binary,Molecular tested (confirmed),,313 (7.6%),
M047,Frozen performed,Binary,BRAF positive (among molecular-tested),,83 (26.5%) [N_tested=313],
