schema_name,table_name,column_name,batch_id,verification_status,notes_excerpt
main,canonical_ete_event_resolved_v1,ajcc_overall_stage,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,derived_t_stage_ajcc8,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,histology_variant,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,laterality,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,multifocal_flag,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,primary_histology,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,reported_t_stage_ajcc8,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,size_greatest_dimension_cm,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_ete_event_resolved_v1,t_stage_discordance_flag,mig121_ete_event_resolved_family_20260429,verified, | mig121: Staging column block replays trusted layer on path-malignant spine; reported_t_stage_ajcc8 matches pm.t_stage_ajcc8 on raw IS-NOT-DISTINCT join subset (0 drift). Derived/discordance/overall stage per manuscript rules in mig_61 family.
main,canonical_path_malignant_events_v1,ajcc7_stage_calculable_flag,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,ajcc8_stage_calculable_flag,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,angioinvasion_quantify,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,capsular_invasion,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,data_completeness_pct,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,extranodal_extension,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,extrathyroidal_extension,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,gross_ete,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,histology_variant,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,laterality,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,ln_examined,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,ln_involved,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,lymphatic_invasion,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,m_stage_ajcc7,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,m_stage_ajcc8,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,margin_status,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,multifocality_flag,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,n_stage_ajcc7,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,n_stage_ajcc8,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,nodal_disease_positive_count,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,nodal_disease_total_count,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,number_of_tumors,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,overall_stage_ajcc7,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,overall_stage_ajcc8,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,perineural_invasion,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,primary_histology,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,site,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,size_greatest_dimension_cm,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,stage_group_ajcc7,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
main,canonical_path_malignant_events_v1,stage_group_ajcc8,mig_87_path_malignant_ctc_equivalence,verified," | mig_87: 6,695/6,695 MATCH (or 6,689/6,695 for gross_ete -- 6 join-duplicate artifact) under faithful-copy equivalence join on (rid, sid, ordinal, surgery_date, synoptic_row_ix). CTC pre361 archive is the immediate upstream that produced canonical via Script 361 SELECT * + malignancy filter. CF-87-AJCC: findings-vs-staging derivation correctness deferred (upstream concern in CTC build)."
