schema_name,table_name,column_name,data_type,is_nullable,verification_status,verification_method,batch_id,verified_ts,cf_tags,notes_excerpt
main,__readme,content,VARCHAR,YES,na,auto_registry_governance_skip,mig_165_auxiliary_registry_hygiene_20260429,2026-04-29 13:24:20.472352,CF-only,| mig_165 auxiliary lane (165c-main-registry-governance): mass auto-na classification (Lane 53 / mig_165 prompt `CURSOR_PROMPT_mig165_auxiliary_registry_hygiene_20260429.md`). | mig_167: retroactive Path-C read-only verification of mig_165 (2026-04-29). Observed 77 na tables / 1…
main,__readme,updated_at,TIMESTAMP,YES,na,auto_registry_governance_skip,mig_165_auxiliary_registry_hygiene_20260429,2026-04-29 13:24:20.472352,CF-only,| mig_165 auxiliary lane (165c-main-registry-governance): mass auto-na classification (Lane 53 / mig_165 prompt `CURSOR_PROMPT_mig165_auxiliary_registry_hygiene_20260429.md`). | mig_167: retroactive Path-C read-only verification of mig_165 (2026-04-29). Observed 77 na tables / 1…
main,__readme,git_sha,VARCHAR,YES,na,auto_registry_governance_skip,mig_165_auxiliary_registry_hygiene_20260429,2026-04-29 13:24:20.472352,CF-only,| mig_165 auxiliary lane (165c-main-registry-governance): mass auto-na classification (Lane 53 / mig_165 prompt `CURSOR_PROMPT_mig165_auxiliary_registry_hygiene_20260429.md`). | mig_167: retroactive Path-C read-only verification of mig_165 (2026-04-29). Observed 77 na tables / 1…
main,__readme,script,VARCHAR,YES,na,auto_registry_governance_skip,mig_165_auxiliary_registry_hygiene_20260429,2026-04-29 13:24:20.472352,CF-only,| mig_165 auxiliary lane (165c-main-registry-governance): mass auto-na classification (Lane 53 / mig_165 prompt `CURSOR_PROMPT_mig165_auxiliary_registry_hygiene_20260429.md`). | mig_167: retroactive Path-C read-only verification of mig_165 (2026-04-29). Observed 77 na tables / 1…
main,canonical_airway_invasion_events_v1,airway_event_id,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,research_id,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,note_type,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,note_index,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,source_workbook,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,source_sheet,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,source_column,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,tracheal_invasion,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,tracheal_invasion_depth,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,laryngeal_invasion,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,cricoid_invasion,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,rln_invasion,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,rln_paralysis_preop,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,esophageal_invasion,VARCHAR,YES,verified,manual_source_review,mig_83_airway_invasion_signoff,2026-04-28 03:39:35.466695,,| mig_83a: Logan-reviewed across mig_80-82. Scope-filtered to OPNOTE+synoptic only; 196 positive rows surfaced for review; 56 not-full-thickness flipped to not_pT4a (Rule A); 18 CAP template-echo rows cleaned to unknown; 138 pT4a accepted.
main,canonical_airway_invasion_events_v1,t4a_implication,VARCHAR,YES,verified,mechanical_derivation_compare,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.021587,,"| mig_83b: derived from finding columns per Logan's findings-vs-staging rule. pT4a iff at least one of (laryngeal/cricoid/rln/full-thickness tracheal/esophageal)=present, OR pathologist explicitly staged at pT4a in CAP synoptic; otherwise not_pT4a. unable_to_determine eliminated…"
main,canonical_airway_invasion_events_v1,confidence,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.043361,,| mig_83c: LLM-generated metadata (no upstream source counterpart). Reasoning column has been augmented across mig_80-82 with audit trail of Logan rule applications.
main,canonical_airway_invasion_events_v1,evidence_quote,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.043361,,| mig_83c: LLM-generated metadata (no upstream source counterpart). Reasoning column has been augmented across mig_80-82 with audit trail of Logan rule applications.
main,canonical_airway_invasion_events_v1,reasoning,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.043361,,| mig_83c: LLM-generated metadata (no upstream source counterpart). Reasoning column has been augmented across mig_80-82 with audit trail of Logan rule applications.
main,canonical_airway_invasion_events_v1,llm_model,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,extracted_at,TIMESTAMP,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,llm_build_ts,TIMESTAMP,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,build_script,VARCHAR,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_events_v1,build_ts,TIMESTAMP,YES,verified,auto_no_source_counterpart,mig_83_airway_invasion_signoff,2026-04-28 03:39:49.063894,,"| mig_83d: pure provenance/pipeline-trace, no source counterpart (Step D batch flip per FNA pilot precedent mig_78c)."
main,canonical_airway_invasion_patient_rollup_v1,research_id,VARCHAR,YES,na,auto_identifier_skip,,,,
main,canonical_airway_invasion_patient_rollup_v1,n_events,BIGINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_tracheal_involvement,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_tracheal_invasion_present,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_tracheal_shave,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_laryngeal_invasion,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_cricoid_invasion,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_rln_invasion,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_rln_paralysis_preop,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_esophageal_invasion,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_pT4a_direct,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,any_pT4a_final,BOOLEAN,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,worst_tracheal_depth,VARCHAR,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,n_tracheal_present,HUGEINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,n_tracheal_shaved,HUGEINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,n_laryngeal_present,HUGEINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,n_rln_present,HUGEINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,n_pT4a_events,HUGEINT,YES,verified,mechanical_derivation_compare,mig_95_2026-04-28,2026-04-28 14:50:56.489079,,"| mig_95: ETE taxonomy standardized as gross/extensive, microscopic, present_not_further_specified; rollup rederived."
main,canonical_airway_invasion_patient_rollup_v1,build_script,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_airway_invasion_patient_rollup_v1,build_ts,TIMESTAMP,YES,na,auto_provenance_skip,,,,
main,canonical_cervical_ln_clinical_events_v1,research_id,VARCHAR,YES,na,auto_identifier_skip,,,,
main,canonical_cervical_ln_clinical_events_v1,note_row_id,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_cervical_ln_clinical_events_v1,source_column,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_cervical_ln_clinical_events_v1,note_type,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_cervical_ln_clinical_events_v1,note_date,VARCHAR,YES,na,auto_provenance_skip,,,CF-100-DATE-RETYPE; CF-117-DATE-RETYPE,"| CF-117-DATE-RETYPE: stored as VARCHAR; clinical-event date requires DATE per Logan rule (feedback_clinical_dates_calendar_only.md, 2026-04-28). Future repair-mig will retype in batch with CF-100-DATE-RETYPE cols."
main,canonical_cervical_ln_clinical_events_v1,entity_type,VARCHAR,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,entity_value,VARCHAR,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,present_or_negated,VARCHAR,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,confidence,DOUBLE,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,evidence_text,VARCHAR,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,source_line,INTEGER,YES,na,auto_provenance_skip,,,,
