database_name,database_id,snapshot_id,snapshot_name,created_ts,active_bytes,bytes_written,bytes_deleted,user_name,user_id
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,300eab6a-644c-4a7e-8d01-2e2f94f2ef1c,,2026-04-05 06:29:17.081,7352320,2625536,2625536,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,bf7c847a-f536-4809-af39-e886f0bdc5af,,2026-04-05 18:12:14.610,7352320,2363392,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,2c552628-e2b1-4705-b112-52e446e778cd,,2026-04-06 06:39:56.773,7352320,2625536,2625536,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,f04f4981-3a19-4c1e-9eac-d342f41eac07,,2026-04-06 18:21:21.448,7352320,2363392,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,2509fe1d-4b5a-4bfc-b88a-fe2d69a3b6b2,,2026-04-06 23:33:57.410,7352320,5246976,5246976,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,80c39f17-f76c-442c-a4a3-e64da4390ece,,2026-04-06 23:34:58.128,7876608,3936256,3411968,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,e6c69e17-e16a-4a28-9f38-163a13189bc6,,2026-04-06 23:36:58.685,8138752,4460544,4198400,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,cad0483a-d034-4b11-8227-c56a548a5159,,2026-04-06 23:37:59.458,7352320,4722688,5509120,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,732258f1-12b8-42c6-a651-3e1f513e4b82,,2026-04-07 01:08:22.400,8663040,5509120,4198400,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,7e87ce93-3503-4ea4-a149-255d53b3ba65,,2026-04-07 01:09:22.965,9187328,4722688,4198400,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,eb041131-e868-41cf-8949-9ed23225a2bc,,2026-04-07 01:10:23.608,9449472,6033408,5771264,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,7ea8f730-7d54-4a23-ac2c-67cf3cdcb2e3,,2026-04-07 01:57:05.525,10498048,6033408,4984832,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,36d7d73a-3bef-46fa-b898-e9383f51a70a,,2026-04-07 01:58:06.165,12070912,5509120,3936256,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,becd69e5-5db0-45be-a8a6-41e764a59010,,2026-04-07 02:03:06.856,12857344,6033408,5246976,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,d9f90b9d-246b-413a-95d6-c1fcf77f7d10,,2026-04-07 02:04:07.531,12857344,6033408,6033408,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,99cd7b4d-1773-443d-810f-23fff040bdb1,,2026-04-07 02:05:08.269,12333056,6819840,7344128,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,d1840496-8218-40e1-ad6f-715c023e8b27,,2026-04-07 02:37:39.118,12595200,3411968,3149824,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,75305b2b-5024-4ad5-8093-1940f8634a5c,,2026-04-07 03:00:58.876,12857344,7606272,7344128,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,5f150ab6-6b27-40a7-9a9c-2c1e4766a2a0,,2026-04-07 03:01:59.562,13119488,2101248,1839104,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,5b7f1ba0-8fcb-4ad2-a4d1-2fe0a2540f88,,2026-04-07 03:12:00.136,14430208,4984832,3674112,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,d1608ebb-8ffc-4df5-bac2-3f9afce879ba,,2026-04-07 03:17:00.714,15216640,5509120,4722688,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,fda23cc2-6344-4cba-9323-ff99a12c78df,,2026-04-07 03:18:01.324,15216640,4984832,4984832,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,a184e1e9-bbf9-4abe-9ff8-044f882e50a8,,2026-04-07 03:19:01.910,15478784,6033408,5771264,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,4eed1e73-a4e8-408c-a672-3f9b5e8a2355,,2026-04-07 03:23:02.496,15478784,6819840,6819840,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,46b63117-bad5-46f9-8cb5-252818404583,,2026-04-07 03:30:03.184,16003072,3411968,2887680,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,88c961bf-2bb8-4913-a363-ab15793f117e,,2026-04-07 03:31:03.881,15478784,3936256,4460544,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,99b0399f-87d2-493d-a532-d7f9ec2dabcf,,2026-04-07 03:32:04.600,16527360,4460544,3411968,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,eb1f3737-bc00-482f-adf1-4a2c94fd06d8,,2026-04-07 03:33:05.254,16527360,4722688,4722688,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,053d5a5a-ce88-4ac0-81e4-d7dcade0cad4,,2026-04-07 03:57:05.943,16527360,6819840,6819840,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b2544dce-064c-4833-95b1-7ac7c9ae3715,,2026-04-07 03:58:06.656,16527360,6819840,6819840,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,6f466fc1-09c8-4a08-844f-eb4dfdf15de2,,2026-04-07 03:59:07.244,17313792,5509120,4722688,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,225512ab-979f-4b3f-bdfd-81db72f23f6e,,2026-04-07 04:02:07.913,17051648,7081984,7344128,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,6d7e8ebb-31a9-4396-98dc-bd6ed5aec782,,2026-04-07 04:03:08.629,17575936,6557696,6033408,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,3b788041-e2c4-4968-bcfc-239796836ea8,,2026-04-07 04:06:09.395,18362368,8392704,7606272,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,60ba729d-b41d-4e20-b88d-f077ef071263,,2026-04-07 04:07:10.110,18624512,6557696,6295552,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b1918f0e-4a4a-419b-b089-72e6f839bd43,,2026-04-07 04:08:10.971,18100224,9441280,9965568,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b5ac5b5c-8040-4130-b0ee-1f6b6e4c6f3f,,2026-04-07 04:10:11.587,19148800,6557696,5509120,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,9a1f531a-5b22-4b91-afd8-d929589c9d15,,2026-04-07 04:16:12.187,19935232,3936256,3149824,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,746e9713-e83d-4170-9ecc-59bd4f59d44c,,2026-04-07 04:42:58.875,22556672,10489856,7868416,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,128b6218-6ce5-4dae-a413-0eca60fa57b1,,2026-04-07 05:05:50.158,20459520,8130560,10227712,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,aa197a97-77a0-4692-9476-3b510dde5df6,,2026-04-07 05:06:50.848,21245952,5246976,4460544,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,ace5d912-96b2-4be5-bf28-fb9bd9d669a2,,2026-04-07 05:07:51.729,21770240,7081984,6557696,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,4fea6225-fc42-4f37-9f89-6bb26a13b00d,,2026-04-07 05:08:52.524,22818816,6033408,4984832,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,36d6c5bd-edc7-46b4-9411-03d98cbb7faa,,2026-04-07 05:10:53.206,23343104,4984832,4460544,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,2fc38ba8-244a-4221-b1c8-3e07db901756,,2026-04-07 05:11:53.941,23343104,7081984,7081984,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,51ef8fda-a5be-423c-b0df-38c94ea15887,,2026-04-07 05:49:16.174,25178112,11538432,9703424,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,a00fea88-7eca-4f9f-9763-7a9d5fbfe849,,2026-04-07 06:29:22.482,24129536,8654848,9703424,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b72a425d-0a47-4446-bf89-6cb098b8922d,,2026-04-07 06:35:23.159,24653824,2363392,1839104,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,7851b76f-c6f7-4088-b21e-b0ff2288fee9,,2026-04-07 07:01:36.679,25702400,11800576,10752000,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,8463b26b-d929-4dc2-82e9-27b4db5f6c99,,2026-04-07 07:02:15.186,27275264,7081984,5509120,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,91b97094-3ffb-46d7-8af6-44f0209a1224,,2026-04-07 07:02:37.338,27537408,7344128,7081984,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,535d2da0-482d-47dc-9a98-cd601291d698,,2026-04-07 07:03:42.272,28061696,6557696,6033408,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,dfb62c61-569c-4a7f-977d-c5a74946f6c2,,2026-04-07 07:16:42.939,28848128,7606272,6819840,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,45196b61-f140-47bf-a3aa-66e26f544640,,2026-04-07 07:19:56.330,28585984,6295552,6557696,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,2c6fe2fe-6499-414b-b222-7cf5c202a8ad,,2026-04-07 07:20:43.634,29110272,8130560,7606272,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,c1399e62-061e-472c-8958-b14e76bdbf41,,2026-04-07 07:21:44.265,29110272,5246976,5246976,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b784ba53-4fb1-4380-8b22-fe42b7d1bbdb,,2026-04-07 07:45:40.937,29372416,9965568,9703424,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,1d7acad1-0774-41ec-8cf9-a65d6aa1e2e0,,2026-04-07 07:47:41.667,30158848,2625536,1839104,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,275a3de4-922a-467a-bdd9-e8b1c6600cc1,,2026-04-07 07:48:42.394,29634560,4460544,4984832,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,bb04dc58-8a4a-44ed-a53c-b8f575d2cc73,,2026-04-07 07:49:42.972,30158848,2625536,2101248,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,ab6b51d7-45f4-4422-9c12-3290cc7efc5c,,2026-04-07 11:32:24.590,27799552,12324864,14684160,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,ac0efb1c-6f6d-4619-9f25-1f3af546e37b,,2026-04-07 11:33:25.129,28848128,2363392,1314816,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,e37f0aba-5bb3-42a3-8bf8-3ddc4135a480,,2026-04-07 11:34:25.705,28585984,4198400,4460544,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,e0e6d5bf-4c2f-4763-81fb-a57c5d91dabe,,2026-04-07 12:04:55.700,27275264,10227712,11538432,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,4562049d-751e-412b-8575-1332d5ea804b,,2026-04-07 12:05:56.716,26750976,7081984,7606272,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,706d830b-9d0f-47ad-9cd3-b385c6bd0812,,2026-04-07 12:06:57.533,27275264,2887680,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,f6f0012e-a5fd-4703-907f-9c00cd3f2890,,2026-04-07 12:15:58.162,26750976,5246976,5771264,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,523897b3-27d8-4ba2-bdbf-20020c8d29b3,,2026-04-07 12:16:59.027,26750976,7606272,7606272,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,96bb87d8-2c32-431e-a571-135d662a5193,,2026-04-07 12:17:59.609,28061696,4198400,2887680,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,a0167179-9362-4239-8685-123a2851144f,,2026-04-07 12:35:37.396,28323840,13111296,12849152,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,eb0aeebb-a389-44ee-9da4-0c98da5f0007,,2026-04-07 12:36:37.995,28848128,6295552,5771264,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,d7f8ab52-9691-4acf-b642-97315cd1e30d,,2026-04-07 12:37:38.541,29110272,2625536,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,1df96575-5b99-450b-8531-6a1e5750ef10,,2026-04-07 12:38:39.296,28848128,7081984,7344128,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,ac9a8098-8a5d-4b5e-99cf-0abb1b652b16,,2026-04-07 12:39:39.881,29110272,6557696,6295552,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,b2cbad51-8d94-4a5f-b630-e89bcdf44827,,2026-04-07 12:40:40.582,28848128,6819840,7081984,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,a69835a7-99b5-4f49-97ab-881812c6f86d,,2026-04-07 12:41:41.202,29372416,6819840,6295552,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,c987bfa5-ff86-4893-9eb4-6ae7d833bd21,,2026-04-07 12:42:41.773,29634560,3411968,3149824,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,8f587be3-c5ed-467b-8f63-a96b0a562378,,2026-04-07 13:10:51.604,28848128,12849152,13635584,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,c89dcde1-dd20-42ea-82fb-c7a68d983607,,2026-04-07 13:11:52.328,29110272,6557696,6295552,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,83f951ea-07d4-463f-bc83-a156eb07353c,,2026-04-07 13:12:53.092,28848128,8130560,8392704,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,5367572f-e9fb-49fc-95b7-d8819c5ee9c5,,2026-04-07 13:13:53.691,28848128,7344128,7344128,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,c6ad13ac-f61e-4a01-99d5-2c2703d69e69,,2026-04-07 13:14:54.318,29634560,4460544,3674112,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,e2b02a40-729b-46b6-96a2-b6da79aeccc1,,2026-04-07 13:25:47.853,28848128,9179136,9965568,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,cf6101e0-13ee-42d5-96ca-354950e039f7,,2026-04-07 13:30:48.477,29896704,3411968,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,f31fd05b-d5f3-4652-ab1e-b17e9e876a83,,2026-04-07 13:31:49.011,28848128,4984832,6033408,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,9ed11ecc-29f8-4796-97f9-3ab74ef38f7d,,2026-04-07 13:33:49.676,29896704,3411968,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,e54d8c84-ca9a-4039-aedb-effdca53ce06,,2026-04-07 13:34:50.288,29372416,4984832,5509120,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,01535255-90b2-4eed-af0d-985c4cbe9ddd,,2026-04-07 13:35:50.931,30420992,3411968,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,39954084-a960-4ac6-bdbd-ba1b06d41ea1,,2026-04-07 13:43:51.678,29372416,4984832,6033408,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,55ab0595-66c0-43d4-bd31-59e2b4c22d48,,2026-04-07 13:44:52.348,30420992,3411968,2363392,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,1d853c15-856a-486b-839a-f1adef1d5657,,2026-04-07 13:54:43.229,29110272,10489856,11800576,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
Thyroid 2026,b64d4ec9-aafb-49cc-bf39-d1dfd85e68dc,a6a81cfd-8176-4cc3-ac86-e0a47827ed65,,2026-04-07 13:55:43.949,30420992,2625536,1314816,logan_glosser,1a5fc41a-c574-4b4f-920b-a6687fe9fc84
